F,I,I,Q,A
tensor(48),tensor(48.0867)
tensor(70),tensor(69.9242)
tensor(71),tensor(71.1325)
tensor(114),tensor(114.6493)
tensor(89),tensor(89.2124)
tensor(107),tensor(107.2119)
tensor(151),tensor(150.8975)
tensor(196),tensor(196.0065)
tensor(160),tensor(160.2100)
tensor(115),tensor(113.3976)
tensor(116),tensor(116.4272)
tensor(161),tensor(161.3171)
tensor(166),tensor(166.0272)
tensor(129),tensor(129.2461)
tensor(117),tensor(98.6400)
tensor(93),tensor(93.2267)
tensor(78),tensor(77.6336)
tensor(87),tensor(91.1144)
tensor(118),tensor(117.9974)
tensor(59),tensor(59.1757)
tensor(130),tensor(129.6457)
tensor(158),tensor(159.2398)
tensor(124),tensor(123.7750)
tensor(79),tensor(79.2569)
tensor(123),tensor(123.1452)
tensor(152),tensor(151.8068)
tensor(94),tensor(88.8417)
tensor(52),tensor(52.0252)
tensor(121),tensor(120.5347)
tensor(99),tensor(98.4028)
tensor(103),tensor(103.0937)
tensor(125),tensor(124.9683)
tensor(168),tensor(166.9058)
tensor(65),tensor(65.1877)
tensor(15),tensor(15.0255)
tensor(39),tensor(39.0751)
tensor(142),tensor(141.9435)
tensor(16),tensor(15.7701)
tensor(1),tensor(3.0000)
tensor(8),tensor(7.6510)
tensor(40),tensor(40.2016)
tensor(42),tensor(41.9734)
tensor(13),tensor(12.9996)
tensor(176),tensor(175.9015)
tensor(177),tensor(175.4052)
tensor(140),tensor(140.1317)
tensor(143),tensor(142.8802)
tensor(131),tensor(130.9468)
tensor(172),tensor(172.2859)
tensor(181),tensor(181.0270)
tensor(83),tensor(85.0611)
tensor(84),tensor(83.0849)
tensor(95),tensor(94.7343)
tensor(25),tensor(26.1447)
tensor(153),tensor(153.2728)
tensor(132),tensor(132.0854)
tensor(173),tensor(173.1066)
tensor(197),tensor(196.6226)
tensor(75),tensor(98.2613)
tensor(154),tensor(154.0772)
tensor(41),tensor(40.9061)
tensor(53),tensor(53.2089)
tensor(169),tensor(169.1427)
tensor(162),tensor(161.8913)
tensor(122),tensor(122.1248)
tensor(174),tensor(173.5777)
tensor(198),tensor(161.4880)
tensor(199),tensor(197.9971)
tensor(178),tensor(179.8168)
tensor(182),tensor(179.9994)
tensor(77),tensor(77.2955)
tensor(19),tensor(18.6797)
tensor(38),tensor(37.9144)
tensor(138),tensor(137.9420)
tensor(81),tensor(80.9731)
tensor(66),tensor(66.2070)
tensor(96),tensor(95.8043)
tensor(80),tensor(79.9852)
tensor(163),tensor(163.1002)
tensor(170),tensor(170.1589)
tensor(155),tensor(154.9448)
tensor(133),tensor(133.3022)
tensor(102),tensor(101.8349)
tensor(35),tensor(34.7756)
tensor(104),tensor(101.6858)
tensor(72),tensor(71.9232)
tensor(43),tensor(42.3238)
tensor(14),tensor(13.7896)
tensor(20),tensor(19.7564)
tensor(55),tensor(54.8605)
tensor(108),tensor(157.7369)
tensor(119),tensor(118.0792)
tensor(165),tensor(163.8624)
tensor(76),tensor(98.2951)
tensor(105),tensor(108.8118)
tensor(56),tensor(55.6739)
tensor(27),tensor(26.9074)
tensor(2),tensor(3.0547)
tensor(18),tensor(17.8458)
tensor(180),tensor(171.9766)
tensor(33),tensor(33.0626)
tensor(34),tensor(31.4517)
tensor(88),tensor(89.5668)
tensor(106),tensor(104.7486)
tensor(6),tensor(6.0214)
tensor(54),tensor(54.0487)
tensor(57),tensor(57.3216)
tensor(58),tensor(58.2063)
tensor(29),tensor(28.7104)
tensor(141),tensor(141.1834)
tensor(49),tensor(49.3729)
tensor(21),tensor(20.9085)
tensor(185),tensor(185.6056)
tensor(23),tensor(23.0177)
tensor(50),tensor(50.0047)
tensor(90),tensor(89.6914)
tensor(98),tensor(98.1669)
tensor(73),tensor(73.2060)
tensor(186),tensor(189.6900)
tensor(44),tensor(44.1306)
tensor(7),tensor(6.7124)
tensor(51),tensor(50.8786)
tensor(171),tensor(171.3406)
tensor(62),tensor(61.8972)
tensor(12),tensor(12.1377)
tensor(9),tensor(8.6772)
tensor(30),tensor(29.8802)
tensor(31),tensor(30.8634)
tensor(82),tensor(81.9792)
tensor(60),tensor(60.0631)
tensor(45),tensor(45.0824)
tensor(17),tensor(17.0242)
tensor(0),tensor(3.0001)
tensor(3),tensor(3.0469)
tensor(24),tensor(24.0717)
tensor(10),tensor(9.9682)
tensor(11),tensor(11.0272)
tensor(67),tensor(66.7938)
tensor(101),tensor(101.0789)
tensor(97),tensor(99.7330)
tensor(164),tensor(160.4362)
tensor(179),tensor(179.2191)
tensor(183),tensor(183.1297)
tensor(184),tensor(184.0880)
tensor(136),tensor(136.9404)
tensor(109),tensor(109.3201)
tensor(22),tensor(21.8628)
tensor(91),tensor(79.5276)
tensor(187),tensor(186.9099)
tensor(188),tensor(83.5827)
tensor(189),tensor(142.7988)
tensor(28),tensor(27.9304)
tensor(137),tensor(136.9084)
tensor(175),tensor(175.1602)
tensor(146),tensor(146.1074)
tensor(167),tensor(166.6195)
tensor(190),tensor(190.0507)
tensor(46),tensor(46.0335)
tensor(36),tensor(36.0721)
tensor(147),tensor(147.2683)
tensor(148),tensor(147.9189)
tensor(191),tensor(141.0487)
tensor(156),tensor(154.7202)
tensor(134),tensor(133.4995)
tensor(149),tensor(149.2644)
tensor(157),tensor(156.8844)
tensor(192),tensor(137.1394)
tensor(159),tensor(158.8475)
tensor(63),tensor(63.1129)
tensor(64),tensor(64.0989)
tensor(110),tensor(109.7957)
tensor(111),tensor(111.3832)
tensor(144),tensor(144.0820)
tensor(85),tensor(85.1978)
tensor(145),tensor(145.9198)
tensor(126),tensor(144.6668)
tensor(139),tensor(138.5318)
tensor(193),tensor(131.4765)
tensor(194),tensor(193.2059)
tensor(47),tensor(46.8601)
tensor(37),tensor(36.7878)
tensor(26),tensor(26.1421)
tensor(112),tensor(110.4455)
tensor(135),tensor(132.0312)
tensor(100),tensor(95.9014)
tensor(127),tensor(132.5672)
tensor(74),tensor(59.7120)
tensor(195),tensor(184.3800)
tensor(92),tensor(133.4999)
tensor(4),tensor(4.0777)
tensor(5),tensor(5.1246)
tensor(32),tensor(32.3974)
tensor(61),tensor(61.2146)
tensor(128),tensor(101.3852)
tensor(150),tensor(131.1445)
tensor(120),tensor(167.7623)
tensor(68),tensor(68.4998)
tensor(69),tensor(69.5833)
tensor(113),tensor(112.5883)
tensor(86),tensor(86.1608)
tensor(48),tensor(48.2247)
tensor(70),tensor(71.1237)
tensor(71),tensor(77.2512)
tensor(114),tensor(150.6128)
tensor(89),tensor(89.6657)
tensor(107),tensor(107.3235)
tensor(151),tensor(150.9256)
tensor(196),tensor(195.9797)
tensor(160),tensor(169.5089)
tensor(115),tensor(107.8552)
tensor(116),tensor(119.7874)
tensor(161),tensor(163.8285)
tensor(166),tensor(165.5653)
tensor(129),tensor(128.1933)
tensor(117),tensor(98.4799)
tensor(93),tensor(92.8987)
tensor(78),tensor(79.7413)
tensor(87),tensor(85.0827)
tensor(118),tensor(107.5257)
tensor(59),tensor(77.2106)
tensor(130),tensor(155.0897)
tensor(158),tensor(158.6298)
tensor(124),tensor(116.8759)
tensor(79),tensor(85.1332)
tensor(123),tensor(151.5847)
tensor(152),tensor(97.6755)
tensor(94),tensor(93.6983)
tensor(52),tensor(52.6715)
tensor(121),tensor(73.2211)
tensor(99),tensor(171.9983)
tensor(103),tensor(102.9404)
tensor(125),tensor(94.2507)
tensor(168),tensor(167.5498)
tensor(65),tensor(65.3608)
tensor(15),tensor(15.0527)
tensor(39),tensor(39.0476)
tensor(142),tensor(143.6293)
tensor(16),tensor(16.0306)
tensor(1),tensor(3.0019)
tensor(8),tensor(7.6425)
tensor(40),tensor(43.6840)
tensor(42),tensor(41.9754)
tensor(13),tensor(12.9845)
tensor(176),tensor(171.3195)
tensor(177),tensor(167.8062)
tensor(140),tensor(140.5994)
tensor(143),tensor(142.4305)
tensor(131),tensor(131.1469)
tensor(172),tensor(166.9594)
tensor(181),tensor(176.6695)
tensor(83),tensor(116.9477)
tensor(84),tensor(83.0217)
tensor(95),tensor(101.5325)
tensor(25),tensor(25.1304)
tensor(153),tensor(145.3027)
tensor(132),tensor(133.7731)
tensor(173),tensor(174.0321)
tensor(197),tensor(156.6337)
tensor(75),tensor(75.0275)
tensor(154),tensor(151.8394)
tensor(41),tensor(41.2722)
tensor(53),tensor(52.0929)
tensor(169),tensor(176.9510)
tensor(162),tensor(161.7960)
tensor(122),tensor(122.1007)
tensor(174),tensor(149.7356)
tensor(198),tensor(195.6051)
tensor(199),tensor(168.3268)
tensor(178),tensor(179.1838)
tensor(182),tensor(175.0441)
tensor(77),tensor(81.2822)
tensor(19),tensor(18.6200)
tensor(38),tensor(38.0616)
tensor(138),tensor(139.4428)
tensor(81),tensor(86.0272)
tensor(66),tensor(66.4084)
tensor(96),tensor(95.8742)
tensor(80),tensor(79.7390)
tensor(163),tensor(150.8835)
tensor(170),tensor(170.9566)
tensor(155),tensor(171.9526)
tensor(133),tensor(134.7027)
tensor(102),tensor(141.6390)
tensor(35),tensor(34.7370)
tensor(104),tensor(103.3167)
tensor(72),tensor(71.8070)
tensor(43),tensor(43.0643)
tensor(14),tensor(14.1060)
tensor(20),tensor(19.6523)
tensor(55),tensor(54.9049)
tensor(108),tensor(124.8832)
tensor(119),tensor(119.3492)
tensor(165),tensor(164.9733)
tensor(76),tensor(75.9258)
tensor(105),tensor(105.4695)
tensor(56),tensor(55.8979)
tensor(27),tensor(26.9507)
tensor(2),tensor(3.0019)
tensor(18),tensor(17.8327)
tensor(180),tensor(179.9717)
tensor(33),tensor(33.0864)
tensor(34),tensor(34.5478)
tensor(88),tensor(88.2629)
tensor(106),tensor(105.7848)
tensor(6),tensor(6.0235)
tensor(54),tensor(54.0140)
tensor(57),tensor(57.1887)
tensor(58),tensor(58.0816)
tensor(29),tensor(28.8221)
tensor(141),tensor(141.2136)
tensor(49),tensor(48.9735)
tensor(21),tensor(21.0023)
tensor(185),tensor(185.5836)
tensor(50),tensor(49.4926)
tensor(90),tensor(91.6731)
tensor(98),tensor(98.0413)
tensor(73),tensor(73.3274)
tensor(44),tensor(44.1469)
tensor(7),tensor(6.8387)
tensor(51),tensor(50.8654)
tensor(171),tensor(171.5605)
tensor(62),tensor(61.9408)
tensor(12),tensor(11.8472)
tensor(9),tensor(8.5652)
tensor(30),tensor(29.9179)
tensor(31),tensor(30.8280)
tensor(82),tensor(82.3958)
tensor(60),tensor(60.0875)
tensor(45),tensor(44.9387)
tensor(17),tensor(16.8002)
tensor(0),tensor(3.0008)
tensor(3),tensor(3.0174)
tensor(24),tensor(24.0115)
tensor(10),tensor(9.9476)
tensor(11),tensor(10.7872)
tensor(67),tensor(66.3695)
tensor(101),tensor(100.9907)
tensor(97),tensor(96.7322)
tensor(164),tensor(164.0707)
tensor(179),tensor(179.9430)
tensor(183),tensor(183.2428)
tensor(184),tensor(183.9617)
tensor(136),tensor(136.5851)
tensor(109),tensor(109.9104)
tensor(22),tensor(21.8127)
tensor(91),tensor(91.1348)
tensor(187),tensor(187.2559)
tensor(188),tensor(187.5911)
tensor(189),tensor(130.8265)
tensor(28),tensor(27.4696)
tensor(137),tensor(137.4266)
tensor(175),tensor(175.0824)
tensor(146),tensor(146.0287)
tensor(167),tensor(166.6650)
tensor(190),tensor(189.7294)
tensor(46),tensor(46.1672)
tensor(36),tensor(36.0095)
tensor(147),tensor(147.3551)
tensor(148),tensor(148.0626)
tensor(191),tensor(190.7313)
tensor(156),tensor(154.9958)
tensor(134),tensor(133.8191)
tensor(149),tensor(149.2456)
tensor(157),tensor(157.2242)
tensor(192),tensor(190.4821)
tensor(159),tensor(158.9394)
tensor(63),tensor(63.0979)
tensor(64),tensor(63.7437)
tensor(110),tensor(110.0026)
tensor(111),tensor(110.8771)
tensor(144),tensor(141.1949)
tensor(85),tensor(85.2869)
tensor(145),tensor(145.2951)
tensor(126),tensor(125.3438)
tensor(139),tensor(138.8235)
tensor(193),tensor(190.3633)
tensor(194),tensor(171.0791)
tensor(47),tensor(47.0807)
tensor(37),tensor(37.0765)
tensor(26),tensor(25.8756)
tensor(112),tensor(112.0021)
tensor(135),tensor(134.5560)
tensor(100),tensor(100.2337)
tensor(127),tensor(126.3023)
tensor(74),tensor(74.5752)
tensor(195),tensor(193.0630)
tensor(92),tensor(129.3252)
tensor(4),tensor(4.3113)
tensor(5),tensor(4.4485)
tensor(32),tensor(32.1265)
tensor(61),tensor(60.9985)
tensor(128),tensor(128.8378)
tensor(150),tensor(145.4740)
tensor(120),tensor(109.2069)
tensor(68),tensor(68.2409)
tensor(69),tensor(69.5390)
tensor(113),tensor(113.0496)
tensor(86),tensor(86.2295)
tensor(48),tensor(46.9244)
tensor(70),tensor(70.0546)
tensor(71),tensor(71.3837)
tensor(114),tensor(113.6996)
tensor(89),tensor(90.2029)
tensor(107),tensor(106.9931)
tensor(151),tensor(150.8940)
tensor(196),tensor(195.5945)
tensor(160),tensor(160.3881)
tensor(115),tensor(114.6618)
tensor(116),tensor(116.7438)
tensor(161),tensor(160.8744)
tensor(166),tensor(165.8188)
tensor(129),tensor(125.8428)
tensor(117),tensor(116.5626)
tensor(93),tensor(80.8308)
tensor(78),tensor(77.5662)
tensor(87),tensor(86.9778)
tensor(118),tensor(118.0074)
tensor(59),tensor(63.7009)
tensor(130),tensor(131.1651)
tensor(158),tensor(157.9614)
tensor(124),tensor(123.6047)
tensor(79),tensor(82.1305)
tensor(123),tensor(122.2283)
tensor(152),tensor(153.4038)
tensor(94),tensor(93.4370)
tensor(52),tensor(52.0443)
tensor(121),tensor(120.0627)
tensor(99),tensor(160.8638)
tensor(103),tensor(103.0307)
tensor(125),tensor(123.0777)
tensor(168),tensor(167.8484)
tensor(15),tensor(15.3484)
tensor(39),tensor(38.9424)
tensor(142),tensor(148.4597)
tensor(16),tensor(15.9965)
tensor(1),tensor(3.0003)
tensor(8),tensor(10.8507)
tensor(40),tensor(40.8734)
tensor(42),tensor(42.2973)
tensor(13),tensor(13.3428)
tensor(176),tensor(172.4459)
tensor(177),tensor(181.2578)
tensor(140),tensor(140.2459)
tensor(143),tensor(139.7429)
tensor(131),tensor(131.1884)
tensor(172),tensor(172.4108)
tensor(181),tensor(181.3470)
tensor(83),tensor(84.8345)
tensor(84),tensor(84.9011)
tensor(95),tensor(97.5988)
tensor(25),tensor(24.6472)
tensor(153),tensor(151.8348)
tensor(132),tensor(139.0794)
tensor(173),tensor(172.4190)
tensor(197),tensor(174.8902)
tensor(75),tensor(104.6640)
tensor(154),tensor(153.3244)
tensor(41),tensor(41.1599)
tensor(53),tensor(51.8269)
tensor(169),tensor(167.7644)
tensor(162),tensor(161.8572)
tensor(122),tensor(122.0735)
tensor(174),tensor(138.1336)
tensor(198),tensor(180.7068)
tensor(199),tensor(169.0764)
tensor(178),tensor(179.2676)
tensor(182),tensor(179.0262)
tensor(77),tensor(93.1311)
tensor(19),tensor(27.8780)
tensor(38),tensor(37.8505)
tensor(138),tensor(138.0156)
tensor(81),tensor(131.5954)
tensor(66),tensor(66.7995)
tensor(96),tensor(95.9852)
tensor(80),tensor(79.8794)
tensor(163),tensor(138.3670)
tensor(170),tensor(174.5078)
tensor(155),tensor(172.2889)
tensor(133),tensor(132.4846)
tensor(102),tensor(93.9393)
tensor(35),tensor(35.0384)
tensor(104),tensor(102.9799)
tensor(72),tensor(71.9007)
tensor(43),tensor(42.9043)
tensor(14),tensor(13.8445)
tensor(20),tensor(19.8416)
tensor(55),tensor(55.0543)
tensor(108),tensor(107.6186)
tensor(119),tensor(115.9223)
tensor(165),tensor(163.6106)
tensor(76),tensor(75.5292)
tensor(105),tensor(105.1417)
tensor(56),tensor(55.9308)
tensor(27),tensor(26.7489)
tensor(2),tensor(3.0005)
tensor(18),tensor(17.7742)
tensor(180),tensor(179.7290)
tensor(33),tensor(33.1700)
tensor(34),tensor(34.0236)
tensor(88),tensor(87.7137)
tensor(106),tensor(106.3154)
tensor(6),tensor(6.7741)
tensor(54),tensor(53.9771)
tensor(57),tensor(57.3118)
tensor(58),tensor(57.9817)
tensor(29),tensor(28.8956)
tensor(141),tensor(141.2896)
tensor(49),tensor(49.1632)
tensor(21),tensor(20.8991)
tensor(185),tensor(185.0177)
tensor(23),tensor(23.0098)
tensor(50),tensor(49.7356)
tensor(90),tensor(91.9929)
tensor(98),tensor(98.1809)
tensor(73),tensor(73.0048)
tensor(186),tensor(186.3851)
tensor(44),tensor(44.0926)
tensor(7),tensor(6.7397)
tensor(51),tensor(51.1566)
tensor(171),tensor(171.1969)
tensor(62),tensor(61.9497)
tensor(12),tensor(12.3407)
tensor(9),tensor(8.6917)
tensor(30),tensor(29.7774)
tensor(31),tensor(31.0708)
tensor(82),tensor(81.9617)
tensor(60),tensor(59.8858)
tensor(45),tensor(45.0204)
tensor(17),tensor(16.9936)
tensor(0),tensor(3.0002)
tensor(3),tensor(3.1619)
tensor(24),tensor(23.7924)
tensor(10),tensor(9.8783)
tensor(11),tensor(10.7241)
tensor(67),tensor(67.1783)
tensor(101),tensor(101.1141)
tensor(97),tensor(96.9534)
tensor(164),tensor(164.1874)
tensor(179),tensor(179.0065)
tensor(183),tensor(183.1635)
tensor(184),tensor(183.8653)
tensor(136),tensor(136.2039)
tensor(109),tensor(109.4050)
tensor(22),tensor(21.8254)
tensor(91),tensor(90.0568)
tensor(187),tensor(187.2731)
tensor(188),tensor(188.1551)
tensor(189),tensor(130.1503)
tensor(28),tensor(29.5322)
tensor(137),tensor(146.7488)
tensor(175),tensor(174.8247)
tensor(146),tensor(146.0207)
tensor(167),tensor(167.2737)
tensor(190),tensor(189.5851)
tensor(46),tensor(46.1221)
tensor(36),tensor(36.0543)
tensor(147),tensor(146.7189)
tensor(148),tensor(147.9851)
tensor(191),tensor(190.9789)
tensor(156),tensor(154.9994)
tensor(134),tensor(133.8674)
tensor(149),tensor(149.7359)
tensor(157),tensor(157.3410)
tensor(192),tensor(189.9860)
tensor(159),tensor(159.5404)
tensor(63),tensor(63.1479)
tensor(64),tensor(63.7866)
tensor(110),tensor(108.7862)
tensor(111),tensor(110.9924)
tensor(144),tensor(143.9963)
tensor(85),tensor(85.1668)
tensor(145),tensor(144.8056)
tensor(126),tensor(124.3731)
tensor(139),tensor(138.9692)
tensor(193),tensor(142.1443)
tensor(194),tensor(186.9548)
tensor(47),tensor(46.8702)
tensor(37),tensor(37.2413)
tensor(26),tensor(25.9014)
tensor(112),tensor(112.1996)
tensor(135),tensor(134.6961)
tensor(100),tensor(99.7486)
tensor(127),tensor(127.5168)
tensor(74),tensor(73.6454)
tensor(195),tensor(195.3479)
tensor(92),tensor(96.9510)
tensor(4),tensor(3.9651)
tensor(5),tensor(4.9521)
tensor(32),tensor(32.1927)
tensor(61),tensor(61.1023)
tensor(128),tensor(127.4458)
tensor(150),tensor(149.3746)
tensor(120),tensor(119.5533)
tensor(68),tensor(68.4672)
tensor(69),tensor(68.7580)
tensor(113),tensor(112.9608)
tensor(86),tensor(86.4562)
tensor(48),tensor(47.9663)
tensor(70),tensor(70.4325)
tensor(71),tensor(71.7205)
tensor(114),tensor(100.0927)
tensor(89),tensor(88.7251)
tensor(107),tensor(107.0527)
tensor(151),tensor(150.6296)
tensor(196),tensor(187.5289)
tensor(160),tensor(159.6581)
tensor(115),tensor(114.9901)
tensor(116),tensor(160.5059)
tensor(161),tensor(160.9788)
tensor(166),tensor(166.3047)
tensor(129),tensor(129.3365)
tensor(117),tensor(116.7449)
tensor(93),tensor(96.5610)
tensor(78),tensor(78.0093)
tensor(87),tensor(87.1713)
tensor(118),tensor(117.9214)
tensor(59),tensor(59.7271)
tensor(130),tensor(129.8444)
tensor(158),tensor(157.9476)
tensor(124),tensor(123.7702)
tensor(79),tensor(78.9871)
tensor(123),tensor(122.8641)
tensor(152),tensor(151.5284)
tensor(94),tensor(94.0901)
tensor(52),tensor(52.2259)
tensor(121),tensor(120.7617)
tensor(99),tensor(98.9322)
tensor(103),tensor(102.9318)
tensor(125),tensor(124.9146)
tensor(168),tensor(168.2553)
tensor(65),tensor(64.9690)
tensor(15),tensor(15.0101)
tensor(39),tensor(38.9893)
tensor(142),tensor(142.0230)
tensor(16),tensor(16.0200)
tensor(1),tensor(3.0000)
tensor(8),tensor(7.7658)
tensor(40),tensor(40.0566)
tensor(42),tensor(41.7444)
tensor(13),tensor(12.9865)
tensor(176),tensor(172.6147)
tensor(177),tensor(172.2877)
tensor(140),tensor(140.1373)
tensor(143),tensor(143.1206)
tensor(131),tensor(130.9442)
tensor(172),tensor(172.0084)
tensor(181),tensor(181.0076)
tensor(83),tensor(83.0369)
tensor(84),tensor(84.0753)
tensor(95),tensor(95.3029)
tensor(25),tensor(25.0135)
tensor(153),tensor(152.5865)
tensor(132),tensor(132.1624)
tensor(173),tensor(173.9899)
tensor(197),tensor(173.9780)
tensor(75),tensor(78.8477)
tensor(154),tensor(153.6437)
tensor(41),tensor(41.0185)
tensor(53),tensor(53.1657)
tensor(169),tensor(169.4725)
tensor(162),tensor(161.4454)
tensor(122),tensor(122.0164)
tensor(174),tensor(139.6727)
tensor(198),tensor(197.8438)
tensor(199),tensor(134.4229)
tensor(178),tensor(175.9627)
tensor(182),tensor(176.7756)
tensor(77),tensor(76.8360)
tensor(19),tensor(18.9786)
tensor(38),tensor(37.9652)
tensor(138),tensor(138.0345)
tensor(81),tensor(102.6282)
tensor(66),tensor(66.5035)
tensor(96),tensor(96.2461)
tensor(80),tensor(80.1245)
tensor(163),tensor(151.2327)
tensor(170),tensor(169.9428)
tensor(155),tensor(154.7675)
tensor(133),tensor(132.5411)
tensor(102),tensor(102.1498)
tensor(35),tensor(34.9889)
tensor(104),tensor(103.9242)
tensor(72),tensor(72.0525)
